model,prompt_id,story_id,user_story,plantuml
azure/gpt-5.1,5,34,"As a student, I want to see the books that are currently unavailable so that I can arrange my reading plan.","@startuml
actor Student
participant ""Web App"" as WebApp
participant ""Library Service"" as LibraryService
database ""Library DB"" as LibraryDB

Student -> WebApp : Open unavailable books page
WebApp -> LibraryService : Request unavailable books
LibraryService -> LibraryDB : Query books\nWHERE status = 'unavailable'
LibraryDB --> LibraryService : List of unavailable books
alt Unavailable books found
    LibraryService --> WebApp : Unavailable books data
    WebApp --> Student : Display list of unavailable books\nwith details and availability dates
else No unavailable books
    LibraryService --> WebApp : Empty list
    WebApp --> Student : Display message\n""No books are currently unavailable""
end

Student -> WebApp : Adjust reading plan\nbased on unavailable books
WebApp --> Student : Confirm updated reading plan

@enduml"
azure/gpt-5.1,5,35,"As a student, I want to see the books that are currently unavailable so that I can arrange my reading plan.","@startuml
actor Student
participant ""Web App"" as WebApp
participant ""Library Service"" as LibraryService
database ""Library DB"" as LibraryDB

Student -> WebApp : Open unavailable books page
WebApp -> LibraryService : Request unavailable books
LibraryService -> LibraryDB : Query books\nWHERE status = 'unavailable'
LibraryDB --> LibraryService : List of unavailable books
alt Unavailable books found
    LibraryService --> WebApp : Unavailable books data
    WebApp --> Student : Display list of unavailable books\nwith details and availability dates
else No unavailable books
    LibraryService --> WebApp : Empty list
    WebApp --> Student : Display message\n""No books are currently unavailable""
end

Student -> WebApp : Adjust reading plan\nbased on unavailable books
WebApp --> Student : Confirm updated reading plan

@enduml"
azure/gpt-5.1,5,36,"As an asset manager, I want to know what the intellectual value of the asset is to the institution at the time of deposit, so that I obtain guidance in the evaluation of it for current value for the institution.","@startuml
actor ""Asset Manager"" as AM
participant ""Asset Management System"" as AMS
participant ""Valuation Engine"" as VE
participant ""Institutional Policy DB"" as IPDB
participant ""Asset Metadata Repository"" as AMR

AM -> AMS: Submit asset for deposit\n(with descriptive metadata)
AMS -> AMR: Store asset metadata
AMR --> AMS: Confirm metadata stored

AM -> AMS: Request intellectual value assessment
AMS -> AMR: Retrieve asset metadata
AMR --> AMS: Asset metadata

AMS -> IPDB: Request institutional valuation criteria\n(for asset type and context)
IPDB --> AMS: Valuation criteria and weighting rules

AMS -> VE: Provide metadata and criteria\nfor intellectual value calculation
VE -> VE: Analyze asset relevance,\nuniqueness, alignment with mission
VE --> AMS: Intellectual value score\nand justification

AMS -> AM: Present intellectual value assessment\n(score, factors, and guidance)
AM --> AMS: Confirm understanding and\nuse in current value evaluation

@enduml"
azure/gpt-5.1,5,37,"As a DAMS manager, I want to know the agent(s) responsible for carrying out an event.","@startuml
title Identify Responsible Agents for Event

actor ""DAMS Manager"" as Manager
participant ""DAMS UI"" as UI
participant ""DAMS Application"" as App
database ""DAMS Repository"" as Repo

Manager -> UI : Select event\nand request responsible agents
UI -> App : getResponsibleAgents(eventId)

App -> Repo : queryEvent(eventId)
Repo --> App : eventDetails

App -> Repo : queryAgentsByEvent(eventId)
Repo --> App : agentList

App -> UI : responsibleAgents(agentList)
UI --> Manager : Display responsible agents

@enduml"
azure/gpt-5.1,5,38,"As a DAMS manager, I want to know the agent(s) responsible for carrying out an event.","@startuml
title Identify Responsible Agents for Event

actor ""DAMS Manager"" as Manager
participant ""DAMS UI"" as UI
participant ""DAMS Application"" as App
database ""DAMS Repository"" as Repo

Manager -> UI : Select event\nand request responsible agents
UI -> App : getResponsibleAgents(eventId)

App -> Repo : queryEvent(eventId)
Repo --> App : eventDetails

App -> Repo : queryAgentsByEvent(eventId)
Repo --> App : agentList

App -> UI : responsibleAgents(agentList)
UI --> Manager : Display responsible agents

@enduml"
azure/gpt-5.1,5,39,"As a Developer I want to quickly access Broker application data, so that I can investigate issues.","@startuml
title Access Broker Application Data for Issue Investigation

actor Developer
participant ""Broker UI"" as UI
participant ""Broker Backend"" as BE
database ""Broker DB"" as DB
participant ""Logging Service"" as LOG
participant ""Monitoring Service"" as MON

Developer -> UI: Open Broker UI
UI -> Developer: Display dashboard

Developer -> UI: Select application and time range
UI -> BE: Request application data\n(appId, timeRange)

BE -> DB: Query application data\n(appId, timeRange)
DB --> BE: Application data

BE -> LOG: Query logs\n(appId, timeRange)
LOG --> BE: Log entries

BE -> MON: Query metrics\n(appId, timeRange)
MON --> BE: Metrics data

BE --> UI: Aggregated data\n(app data, logs, metrics)
UI --> Developer: Display data for investigation

Developer -> UI: Apply filters / drill down
UI -> BE: Refined data request\n(filters, appId, timeRange)

BE -> DB: Query filtered application data
DB --> BE: Filtered application data

BE -> LOG: Query filtered logs
LOG --> BE: Filtered log entries

BE -> MON: Query filtered metrics
MON --> BE: Filtered metrics

BE --> UI: Refined aggregated data
UI --> Developer: Updated investigation view

@enduml"
azure/gpt-5.1,5,40,"As a Developer I want to quickly access Broker application data, so that I can investigate issues.","@startuml
title Access Broker Application Data for Issue Investigation

actor Developer
participant ""Broker UI"" as UI
participant ""Broker Backend"" as BE
database ""Broker DB"" as DB
participant ""Logging Service"" as LOG
participant ""Monitoring Service"" as MON

Developer -> UI: Open Broker UI
UI -> Developer: Display dashboard

Developer -> UI: Select application and time range
UI -> BE: Request application data\n(appId, timeRange)

BE -> DB: Query application data\n(appId, timeRange)
DB --> BE: Application data

BE -> LOG: Query logs\n(appId, timeRange)
LOG --> BE: Log entries

BE -> MON: Query metrics\n(appId, timeRange)
MON --> BE: Metrics data

BE --> UI: Aggregated data\n(app data, logs, metrics)
UI --> Developer: Display data for investigation

Developer -> UI: Apply filters / drill down
UI -> BE: Refined data request\n(filters, appId, timeRange)

BE -> DB: Query filtered application data
DB --> BE: Filtered application data

BE -> LOG: Query filtered logs
LOG --> BE: Filtered log entries

BE -> MON: Query filtered metrics
MON --> BE: Filtered metrics

BE --> UI: Refined aggregated data
UI --> Developer: Updated investigation view

@enduml"
azure/gpt-5.1,5,41,"As an agency user, I want to submit my data elements surrounded by quotation marks, so that Excel won't strip off leading and trailing zeroes.","@startuml
actor ""Agency User"" as User
participant ""Web Application"" as WebApp
participant ""Backend Service"" as Backend
database ""Database"" as DB
participant ""Excel"" as Excel

User -> WebApp : Enter data elements\n(with leading/trailing zeroes)
WebApp -> WebApp : Wrap each data element\nin quotation marks
WebApp -> Backend : Submit data elements\n(all values quoted)
Backend -> DB : Store submitted data\n(with quotation marks)
DB --> Backend : Confirmation
Backend --> WebApp : Submission success
WebApp --> User : Display confirmation\nand provide export to Excel

User -> WebApp : Export data to Excel
WebApp -> Excel : Generate Excel-compatible file\n(data elements quoted)
Excel -> Excel : Interpret quoted data\nas text values
Excel --> User : Display data with\nleading/trailing zeroes preserved
@enduml"
azure/gpt-5.1,5,42,"As an agency user, I want to submit my data elements surrounded by quotation marks, so that Excel won't strip off leading and trailing zeroes.","@startuml
actor ""Agency User"" as User
participant ""Web Application"" as WebApp
participant ""Backend Service"" as Backend
database ""Database"" as DB
participant ""Excel"" as Excel

User -> WebApp : Enter data elements\n(with leading/trailing zeroes)
WebApp -> WebApp : Wrap each data element\nin quotation marks
WebApp -> Backend : Submit data elements\n(all values quoted)
Backend -> DB : Store submitted data\n(with quotation marks)
DB --> Backend : Confirmation
Backend --> WebApp : Submission success
WebApp --> User : Display confirmation\nand provide export to Excel

User -> WebApp : Export data to Excel
WebApp -> Excel : Generate Excel-compatible file\n(data elements quoted)
Excel -> Excel : Interpret quoted data\nas text values
Excel --> User : Display data with\nleading/trailing zeroes preserved
@enduml"
azure/gpt-5.1,5,43,"As a developer, I want to have the ALFRED API to reduce the work to achieve my goals.","@startuml
title ALFRED API Usage by Developer

actor Developer
participant ""Client App"" as Client
participant ""ALFRED API"" as API
database ""Task DB"" as DB

Developer -> Client : Define goal / task
Developer -> Client : Configure ALFRED API settings

Client -> API : POST /tasks\n(goal, context, constraints)
API -> API : Validate request
API -> DB : Store task\n(status = PENDING)
DB --> API : Task stored

API -> API : Analyze goal\nand required steps
API -> DB : Update task\n(status = PROCESSING)
DB --> API : Task updated

API -> API : Generate solution\n(code, steps, suggestions)
API -> DB : Save solution\n(status = COMPLETED)
DB --> API : Solution stored

Client -> API : GET /tasks/{id}
API -> DB : Fetch task + solution
DB --> API : Task + solution
API --> Client : Return solution\n(code, steps, hints)

Client -> Developer : Display solution\nand integration hints
Developer -> Client : Apply solution\nand adjust as needed

@enduml"
azure/gpt-5.1,5,44,"As an admin, I want to handle all users' activities, so that I can manage more efficiently.","@startuml
actor Admin
participant ""Admin UI"" as UI
participant ""User Management Service"" as UMS
participant ""Activity Service"" as AS
database ""User DB"" as UDB
database ""Activity DB"" as ADB

Admin -> UI: Open user activity management
UI -> UMS: Request users list
UMS -> UDB: Fetch users
UDB --> UMS: Users data
UMS --> UI: Users list

Admin -> UI: Select user
UI -> AS: Request user activities
AS -> ADB: Fetch activities for user
ADB --> AS: Activities data
AS --> UI: User activities

Admin -> UI: Filter/sort activities
UI -> AS: Apply filters/sorting
AS -> ADB: Query filtered/sorted activities
ADB --> AS: Filtered/sorted activities
AS --> UI: Updated activities view

Admin -> UI: Take action on activity\n(e.g., block user, revoke action)
UI -> UMS: Execute admin action
UMS -> UDB: Update user/activity status
UDB --> UMS: Update result
UMS --> UI: Action result

Admin -> UI: View updated user status and activities
UI -> UMS: Refresh user data
UMS -> UDB: Fetch updated user
UDB --> UMS: Updated user data
UMS --> UI: Updated user details
UI -> AS: Refresh user activities
AS -> ADB: Fetch latest activities
ADB --> AS: Latest activities
AS --> UI: Updated activities list
@enduml"
azure/gpt-5.1,5,45,"As an admin, I want to handle all users' activities, so that I can manage more efficiently.","@startuml
actor Admin
participant ""Admin UI"" as UI
participant ""User Management Service"" as UMS
participant ""Activity Service"" as AS
database ""User DB"" as UDB
database ""Activity DB"" as ADB

Admin -> UI: Open user activity management
UI -> UMS: Request users list
UMS -> UDB: Fetch users
UDB --> UMS: Users data
UMS --> UI: Users list

Admin -> UI: Select user
UI -> AS: Request user activities
AS -> ADB: Fetch activities for user
ADB --> AS: Activities data
AS --> UI: User activities

Admin -> UI: Filter/sort activities
UI -> AS: Apply filters/sorting
AS -> ADB: Query filtered/sorted activities
ADB --> AS: Filtered/sorted activities
AS --> UI: Updated activities view

Admin -> UI: Take action on activity\n(e.g., block user, revoke action)
UI -> UMS: Execute admin action
UMS -> UDB: Update user/activity status
UDB --> UMS: Update result
UMS --> UI: Action result

Admin -> UI: View updated user status and activities
UI -> UMS: Refresh user data
UMS -> UDB: Fetch updated user
UDB --> UMS: Updated user data
UMS --> UI: Updated user details
UI -> AS: Refresh user activities
AS -> ADB: Fetch latest activities
ADB --> AS: Latest activities
AS --> UI: Updated activities list
@enduml"
azure/gpt-5.1,5,46,"As a developer, I want to upgrade to Fedora 4 and migrate our applications and data.","@startuml
title Upgrade to Fedora 4 and Migrate Applications and Data

actor Developer
participant ""Fedora 3 System"" as F3
participant ""Fedora 4 System"" as F4
participant ""Application Server"" as App
participant ""Database"" as DB
participant ""Migration Tool"" as MT
participant ""CI/CD Pipeline"" as CI

Developer -> F3: Review current Fedora 3 environment
F3 --> Developer: Environment details (apps, data, configs)

Developer -> F4: Provision Fedora 4 environment
F4 --> Developer: Fedora 4 environment ready

Developer -> App: Update application dependencies\nand configuration for Fedora 4
App --> Developer: Updated application artifacts

Developer -> DB: Export current data schema and data
DB --> Developer: Data export package

Developer -> MT: Configure migration parameters\n(source: Fedora 3, target: Fedora 4)
MT --> Developer: Migration plan

Developer -> CI: Update build and deployment pipelines\nfor Fedora 4
CI --> Developer: Updated pipeline configuration

Developer -> MT: Execute data migration to Fedora 4
MT -> DB: Transform and load data
DB --> MT: Migration status
MT --> Developer: Migration report

Developer -> F4: Deploy updated applications
F4 -> App: Start applications on Fedora 4
App --> F4: Deployment status
F4 --> Developer: Deployment result

Developer -> F4: Run smoke and regression tests
F4 --> Developer: Test results

alt Tests successful
  Developer -> F3: Schedule cutover and freeze changes
  F3 --> Developer: Cutover window approved

  Developer -> F4: Switch production traffic to Fedora 4
  F4 --> Developer: Traffic switched

  Developer -> F3: Decommission Fedora 3 environment
  F3 --> Developer: Fedora 3 decommissioned
else Tests failed
  Developer -> F4: Roll back deployment
  F4 --> Developer: Rollback complete

  Developer -> Developer: Analyze issues and\nupdate migration plan
end

@enduml"
azure/gpt-5.1,5,47,"As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood.","@startuml
actor Employee
participant ""Route Planning System"" as RPS
participant ""Authentication Service"" as AS
participant ""Map Service"" as MS
participant ""Navigation Engine"" as NE
participant ""GPS Device"" as GPS

Employee -> RPS: Open route planning application
RPS -> AS: Request authentication
AS -> Employee: Prompt for credentials
Employee -> AS: Submit credentials
AS -> AS: Validate credentials
AS --> RPS: Authentication result (success)

RPS -> Employee: Display home screen

Employee -> RPS: Request neighbourhood route
RPS -> MS: Request neighbourhood map data
MS --> RPS: Neighbourhood map data

RPS -> NE: Request route calculation
NE -> MS: Request routing data
MS --> NE: Routing data
NE --> RPS: Calculated route

RPS -> Employee: Display route and guidance option
Employee -> RPS: Start guidance

RPS -> GPS: Request current location
GPS --> RPS: Current location

loop During guidance
  RPS -> NE: Update position and recalculate if needed
  NE --> RPS: Updated route/next instruction
  RPS -> Employee: Turn-by-turn instructions
  RPS -> GPS: Request updated location
  GPS --> RPS: Updated location
end

Employee -> RPS: End guidance
RPS --> Employee: Confirm end of navigation
@enduml"
azure/gpt-5.1,5,48,"As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood.","@startuml
actor Employee
participant ""Route Planning System"" as RPS
participant ""Authentication Service"" as AS
participant ""Map Service"" as MS
participant ""Navigation Engine"" as NE
participant ""GPS Device"" as GPS

Employee -> RPS: Open route planning application
RPS -> AS: Request authentication
AS -> Employee: Prompt for credentials
Employee -> AS: Submit credentials
AS -> AS: Validate credentials
AS --> RPS: Authentication result (success)

RPS -> Employee: Display home screen

Employee -> RPS: Request neighbourhood route
RPS -> MS: Request neighbourhood map data
MS --> RPS: Neighbourhood map data

RPS -> NE: Request route calculation
NE -> MS: Request routing data
MS --> NE: Routing data
NE --> RPS: Calculated route

RPS -> Employee: Display route and guidance option
Employee -> RPS: Start guidance

RPS -> GPS: Request current location
GPS --> RPS: Current location

loop During guidance
  RPS -> NE: Update position and recalculate if needed
  NE --> RPS: Updated route/next instruction
  RPS -> Employee: Turn-by-turn instructions
  RPS -> GPS: Request updated location
  GPS --> RPS: Updated location
end

Employee -> RPS: End guidance
RPS --> Employee: Confirm end of navigation
@enduml"
azure/gpt-5.1,5,49,"As a Zooniverse admin, I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.","@startuml
title Detect Features in Satellite Images

actor ""Zooniverse Admin"" as Admin
participant ""Zooniverse Platform"" as Platform
participant ""Image Repository"" as Repo
participant ""Feature Detection Service"" as FDS
participant ""ML Model"" as Model
participant ""Annotation Database"" as AnnDB

Admin -> Platform: Log in
Platform --> Admin: Authentication success

Admin -> Platform: Select project\n""Satellite Image Analysis""
Platform -> Repo: Request satellite images
Repo --> Platform: Return satellite images metadata

Admin -> Platform: Configure detection\n(flooding, damage,\n shelters, blocked roads)
Platform -> FDS: Submit detection request\nwith selected features\nand image references

FDS -> Repo: Fetch satellite images
Repo --> FDS: Return image data

FDS -> Model: Run feature detection\non image data
Model --> FDS: Detected features\nand confidence scores

FDS -> AnnDB: Store detected features\nand metadata
AnnDB --> FDS: Store confirmation

FDS --> Platform: Detection results summary
Platform --> Admin: Display detected features\non satellite images

Admin -> Platform: Review and validate\nhighlighted features
Platform -> AnnDB: Update feature records\nwith admin validation
AnnDB --> Platform: Updated records

Platform --> Admin: Confirm updated\nfeature detections

@enduml"
azure/gpt-5.1,5,50,"As a Zooniverse admin, I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.","@startuml
title Detect Features in Satellite Images

actor ""Zooniverse Admin"" as Admin
participant ""Zooniverse Platform"" as Platform
participant ""Image Repository"" as Repo
participant ""Feature Detection Service"" as FDS
participant ""ML Model"" as Model
participant ""Annotation Database"" as AnnDB

Admin -> Platform: Log in
Platform --> Admin: Authentication success

Admin -> Platform: Select project\n""Satellite Image Analysis""
Platform -> Repo: Request satellite images
Repo --> Platform: Return satellite images metadata

Admin -> Platform: Configure detection\n(flooding, damage,\n shelters, blocked roads)
Platform -> FDS: Submit detection request\nwith selected features\nand image references

FDS -> Repo: Fetch satellite images
Repo --> FDS: Return image data

FDS -> Model: Run feature detection\non image data
Model --> FDS: Detected features\nand confidence scores

FDS -> AnnDB: Store detected features\nand metadata
AnnDB --> FDS: Store confirmation

FDS --> Platform: Detection results summary
Platform --> Admin: Display detected features\non satellite images

Admin -> Platform: Review and validate\nhighlighted features
Platform -> AnnDB: Update feature records\nwith admin validation
AnnDB --> Platform: Updated records

Platform --> Admin: Confirm updated\nfeature detections

@enduml"
azure/gpt-5.1,5,51,"As a librarian, I want to delete books from the library.","@startuml
actor Librarian
participant ""Library System"" as System
database ""Library Database"" as DB

Librarian -> System: Request book deletion (Book ID)
System -> DB: Retrieve book by ID
DB --> System: Book details or not found

alt Book exists
    System -> Librarian: Display book details and confirm deletion
    Librarian -> System: Confirm deletion
    System -> DB: Delete book
    DB --> System: Deletion result
    alt Deletion successful
        System -> Librarian: Show success message
    else Deletion failed
        System -> Librarian: Show error message
    end
else Book not found
    System -> Librarian: Show ""Book not found"" message
end
@enduml"
azure/gpt-5.1,5,52,"As a librarian, I want to delete books from the library.","@startuml
actor Librarian
participant ""Library System"" as System
database ""Library Database"" as DB

Librarian -> System: Request book deletion (Book ID)
System -> DB: Retrieve book by ID
DB --> System: Book details or not found

alt Book exists
    System -> Librarian: Display book details and confirm deletion
    Librarian -> System: Confirm deletion
    System -> DB: Delete book
    DB --> System: Deletion result
    alt Deletion successful
        System -> Librarian: Show success message
    else Deletion failed
        System -> Librarian: Show error message
    end
else Book not found
    System -> Librarian: Show ""Book not found"" message
end
@enduml"
azure/gpt-5.1,5,53,"As an OlderPerson, I want to be able to see my training Performance.","@startuml
title View Training Performance

actor OlderPerson
participant ""Mobile App"" as App
participant ""Training Service"" as TrainingService
database ""Performance DB"" as PerformanceDB

OlderPerson -> App : Open Performance Screen
App -> TrainingService : GET /performance?userId
TrainingService -> PerformanceDB : Query performance by userId
PerformanceDB --> TrainingService : Performance data
TrainingService --> App : Performance data (summary + details)
App --> OlderPerson : Display training performance

@enduml"
azure/gpt-5.1,5,54,"As an OlderPerson, I want to be able to see my training Performance.","@startuml
title View Training Performance

actor OlderPerson
participant ""Mobile App"" as App
participant ""Training Service"" as TrainingService
database ""Performance DB"" as PerformanceDB

OlderPerson -> App : Open Performance Screen
App -> TrainingService : GET /performance?userId
TrainingService -> PerformanceDB : Query performance by userId
PerformanceDB --> TrainingService : Performance data
TrainingService --> App : Performance data (summary + details)
App --> OlderPerson : Display training performance

@enduml"
azure/gpt-5.1,5,55,"As an Agency user, I want to be able to include a large number of flexfields without performance impact.","@startuml
actor ""Agency User"" as User
participant ""UI"" as UI
participant ""Application Server"" as App
database ""Database"" as DB
collections ""Flexfield Cache"" as Cache

User -> UI: Open Flexfield Configuration Screen
UI -> App: Request flexfields metadata
App -> Cache: Check flexfields metadata
alt Metadata in cache
    Cache --> App: Return flexfields metadata
else Metadata not in cache
    App -> DB: Query flexfields metadata
    DB --> App: Flexfields metadata
    App -> Cache: Store flexfields metadata
end
App --> UI: Flexfields metadata (optimized payload)
UI -> User: Render flexfields configuration UI

User -> UI: Add/Update large number of flexfields
UI -> App: Submit flexfields changes (batched)
App -> App: Validate flexfields data
App -> DB: Persist flexfields changes (bulk operation)
DB --> App: Persist result
App -> Cache: Invalidate/Refresh flexfields metadata
App --> UI: Confirmation response
UI -> User: Display success message

User -> UI: Reopen flexfields configuration
UI -> App: Request flexfields metadata
App -> Cache: Check flexfields metadata
Cache --> App: Return flexfields metadata
App --> UI: Flexfields metadata
UI -> User: Render updated flexfields efficiently
@enduml"
azure/gpt-5.1,5,56,"As an Agency user, I want to be able to include a large number of flexfields without performance impact.","@startuml
actor ""Agency User"" as User
participant ""UI"" as UI
participant ""Application Server"" as App
database ""Database"" as DB
collections ""Flexfield Cache"" as Cache

User -> UI: Open Flexfield Configuration Screen
UI -> App: Request flexfields metadata
App -> Cache: Check flexfields metadata
alt Metadata in cache
    Cache --> App: Return flexfields metadata
else Metadata not in cache
    App -> DB: Query flexfields metadata
    DB --> App: Flexfields metadata
    App -> Cache: Store flexfields metadata
end
App --> UI: Flexfields metadata (optimized payload)
UI -> User: Render flexfields configuration UI

User -> UI: Add/Update large number of flexfields
UI -> App: Submit flexfields changes (batched)
App -> App: Validate flexfields data
App -> DB: Persist flexfields changes (bulk operation)
DB --> App: Persist result
App -> Cache: Invalidate/Refresh flexfields metadata
App --> UI: Confirmation response
UI -> User: Display success message

User -> UI: Reopen flexfields configuration
UI -> App: Request flexfields metadata
App -> Cache: Check flexfields metadata
Cache --> App: Return flexfields metadata
App --> UI: Flexfields metadata
UI -> User: Render updated flexfields efficiently
@enduml"
azure/gpt-5.1,5,57,"As a moderator, I want to enter the agreed-upon estimate, so that we can move on to the next item when we agree.","@startuml
title Enter Agreed-Upon Estimate

actor Moderator
participant ""Estimation Tool"" as Tool
participant ""Estimation Service"" as Service
database ""Estimates DB"" as DB

Moderator -> Tool: Select item to estimate
Tool -> Service: Request current item details
Service -> DB: Fetch item details
DB --> Service: Item details
Service --> Tool: Item details
Tool --> Moderator: Display item details

Moderator -> Tool: Enter agreed-upon estimate
Tool -> Service: Submit agreed-upon estimate
Service -> DB: Save agreed-upon estimate
DB --> Service: Save confirmation
Service --> Tool: Estimate saved

Tool -> Service: Request next item
Service -> DB: Fetch next item
DB --> Service: Next item details
Service --> Tool: Next item details
Tool --> Moderator: Display next item

@enduml"
azure/gpt-5.1,5,58,"As a moderator, I want to enter the agreed-upon estimate, so that we can move on to the next item when we agree.","@startuml
title Enter Agreed-Upon Estimate

actor Moderator
participant ""Estimation Tool"" as Tool
participant ""Estimation Service"" as Service
database ""Estimates DB"" as DB

Moderator -> Tool: Select item to estimate
Tool -> Service: Request current item details
Service -> DB: Fetch item details
DB --> Service: Item details
Service --> Tool: Item details
Tool --> Moderator: Display item details

Moderator -> Tool: Enter agreed-upon estimate
Tool -> Service: Submit agreed-upon estimate
Service -> DB: Save agreed-upon estimate
DB --> Service: Save confirmation
Service --> Tool: Estimate saved

Tool -> Service: Request next item
Service -> DB: Fetch next item
DB --> Service: Next item details
Service --> Tool: Next item details
Tool --> Moderator: Display next item

@enduml"
azure/gpt-5.1,5,59,"As a researcher, I want to record research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.","@startuml
title Record Research Publications with DMP for Reporting

actor Researcher
participant ""Institutional Repository/CRIS"" as CRIS
participant ""DMP System"" as DMP
database ""Publications DB"" as PubDB
database ""DMP Records DB"" as DMPDB
participant ""Reporting Service"" as Report

Researcher -> CRIS: Log in
CRIS -> Researcher: Authentication successful

Researcher -> CRIS: Create new publication record
CRIS -> Researcher: Display publication entry form

Researcher -> CRIS: Submit publication metadata\n(title, authors, etc.)
CRIS -> DMP: Request associated DMPs\n(project ID, researcher ID)
DMP -> DMPDB: Query DMP records
DMPDB --> DMP: DMP data
DMP --> CRIS: Return list of matching DMP records

CRIS -> Researcher: Show DMP selection options
Researcher -> CRIS: Select DMP record(s) to link
CRIS -> PubDB: Save publication with linked DMP ID(s)
PubDB --> CRIS: Confirmation of save
CRIS --> Researcher: Publication recorded with linked DMP

== Reporting Research Output ==

Researcher -> Report: Request research output report\n(filters: project/DMP, date range, etc.)
Report -> DMPDB: Retrieve DMP and project info\n(based on filters)
DMPDB --> Report: DMP and project data

Report -> PubDB: Retrieve publications linked to DMP/project
PubDB --> Report: Publication records

Report -> Report: Aggregate and format report
Report --> Researcher: Deliver research output report

@enduml"
azure/gpt-5.1,5,60,"As a researcher, I want to record research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.","@startuml
title Record Research Publications with DMP for Reporting

actor Researcher
participant ""Institutional Repository/CRIS"" as CRIS
participant ""DMP System"" as DMP
database ""Publications DB"" as PubDB
database ""DMP Records DB"" as DMPDB
participant ""Reporting Service"" as Report

Researcher -> CRIS: Log in
CRIS -> Researcher: Authentication successful

Researcher -> CRIS: Create new publication record
CRIS -> Researcher: Display publication entry form

Researcher -> CRIS: Submit publication metadata\n(title, authors, etc.)
CRIS -> DMP: Request associated DMPs\n(project ID, researcher ID)
DMP -> DMPDB: Query DMP records
DMPDB --> DMP: DMP data
DMP --> CRIS: Return list of matching DMP records

CRIS -> Researcher: Show DMP selection options
Researcher -> CRIS: Select DMP record(s) to link
CRIS -> PubDB: Save publication with linked DMP ID(s)
PubDB --> CRIS: Confirmation of save
CRIS --> Researcher: Publication recorded with linked DMP

== Reporting Research Output ==

Researcher -> Report: Request research output report\n(filters: project/DMP, date range, etc.)
Report -> DMPDB: Retrieve DMP and project info\n(based on filters)
DMPDB --> Report: DMP and project data

Report -> PubDB: Retrieve publications linked to DMP/project
PubDB --> Report: Publication records

Report -> Report: Aggregate and format report
Report --> Researcher: Deliver research output report

@enduml"
azure/gpt-5.1,5,61,"As a attendee, I want to get detailed directions to the summit venue, so that I can get to the summit easily on the day of the event.","@startuml
title Get Directions to Summit Venue

actor Attendee
participant ""Summit Website"" as Site
participant ""Directions Service"" as DirSvc
participant ""Map Provider API"" as MapAPI

Attendee -> Site: Open summit website
Site -> Attendee: Display homepage

Attendee -> Site: Navigate to ""Venue & Directions""
Site -> DirSvc: Request venue directions

DirSvc -> DirSvc: Load venue location\nand directions configuration

DirSvc -> Attendee: Request attendee starting location
Attendee -> DirSvc: Enter starting address or location

DirSvc -> MapAPI: Request route\n(start, venue location)
MapAPI --> DirSvc: Route details\n(steps, distance, duration, map link)

DirSvc -> Site: Prepare directions view\n(route steps, map, options)
Site --> Attendee: Show detailed directions\n(steps, map, travel options)

Attendee -> Site: Optionally select\ntransport mode (car/public transit/walk)
Site -> DirSvc: Update route request\nwith selected mode
DirSvc -> MapAPI: Request updated route\n(start, venue, mode)
MapAPI --> DirSvc: Updated route details
DirSvc -> Site: Updated directions view
Site --> Attendee: Display updated directions

Attendee -> Site: Download/print/save directions
Site --> Attendee: Directions saved for event day

@enduml"
azure/gpt-5.1,5,62,"As a attendee, I want to get detailed directions to the summit venue, so that I can get to the summit easily on the day of the event.","@startuml
title Get Directions to Summit Venue

actor Attendee
participant ""Summit Website"" as Site
participant ""Directions Service"" as DirSvc
participant ""Map Provider API"" as MapAPI

Attendee -> Site: Open summit website
Site -> Attendee: Display homepage

Attendee -> Site: Navigate to ""Venue & Directions""
Site -> DirSvc: Request venue directions

DirSvc -> DirSvc: Load venue location\nand directions configuration

DirSvc -> Attendee: Request attendee starting location
Attendee -> DirSvc: Enter starting address or location

DirSvc -> MapAPI: Request route\n(start, venue location)
MapAPI --> DirSvc: Route details\n(steps, distance, duration, map link)

DirSvc -> Site: Prepare directions view\n(route steps, map, options)
Site --> Attendee: Show detailed directions\n(steps, map, travel options)

Attendee -> Site: Optionally select\ntransport mode (car/public transit/walk)
Site -> DirSvc: Update route request\nwith selected mode
DirSvc -> MapAPI: Request updated route\n(start, venue, mode)
MapAPI --> DirSvc: Updated route details
DirSvc -> Site: Updated directions view
Site --> Attendee: Display updated directions

Attendee -> Site: Download/print/save directions
Site --> Attendee: Directions saved for event day

@enduml"
