story_num,user_story,plantuml
95,"As a chef, I want to update the ingredients of the menu items.","@startuml
actor Chef
database MenuDatabase
participant IngredientUpdater

Chef -> IngredientUpdater: Request to update ingredients
IngredientUpdater --> MenuDatabase: Retrieve current menu item ingredients
MenuDatabase --> IngredientUpdater: Provide current ingredients
IngredientUpdater -> IngredientUpdater: Update ingredients
IngredientUpdater --> MenuDatabase: Save updated ingredients
MenuDatabase --> IngredientUpdater: Confirmation of ingredient update
IngredientUpdater --> Chef: Notify chef about successful update

@enduml
"
96,"As a chef, I want to update the ingredients of the menu items.","@startuml 
chef->menu_item:update ingredients 
@enduml"
97,"As a user, I want to choose a flexible pick up time, so that I can more conveniently use the website.","@startuml
actor User
participant Website
database OrderDatabase
participant TimeSelectionModule

User -> Website: Access order scheduling
Website --> User: Present order scheduling options
User -> TimeSelectionModule: Choose flexible pick-up time
TimeSelectionModule --> OrderDatabase: Retrieve available time slots
OrderDatabase --> TimeSelectionModule: Provide available time slots
TimeSelectionModule --> User: Display available time slots
User -> TimeSelectionModule: Select pick-up time
TimeSelectionModule --> OrderDatabase: Reserve selected pick-up time
OrderDatabase --> TimeSelectionModule: Confirmation of reservation
TimeSelectionModule --> User: Confirm selected pick-up time

@enduml
"
98,"As a user, I want to choose a flexible pick up time, so that I can more conveniently use the website.","@startuml 
user->System:choose time 
user->System:use website 
@enduml"
99,"As a manager, I want to display orders by date.","@startuml
actor Manager
database OrderDatabase
participant OrderDisplaySystem

Manager -> OrderDisplaySystem: Request to display orders by date
OrderDisplaySystem --> OrderDatabase: Retrieve orders by date
OrderDatabase --> OrderDisplaySystem: Provide orders by date
OrderDisplaySystem --> Manager: Display orders by date

@enduml"
100,"As a manager, I want to display orders by date.","@startuml 
manager->System:display orders date 
@enduml"
101,"As an archivist, I want to upload a single file.","@startuml
actor Archivist
database ArchiveDatabase
participant FileUploader

Archivist -> FileUploader: Upload a single file
FileUploader --> ArchiveDatabase: Save the uploaded file
ArchiveDatabase --> FileUploader: Confirmation of file upload

@enduml
"
102,"As an archivist, I want to upload a single file.","@startuml 
archivist->System:upload single_file 
@enduml"
103,"As a librarian, I want to create information about borrowed books.","@startuml
actor Librarian
database BorrowedBooksDatabase
participant BookBorrower

Librarian -> BookBorrower: Record book borrowing information
BookBorrower --> BorrowedBooksDatabase: Save borrowed book details
BorrowedBooksDatabase --> BookBorrower: Confirmation of book borrowing information

@enduml
"
104,"As a librarian, I want to create information about borrowed books.","@startuml 
librarian->book:create information 
@enduml"
105,"As a Staff, I want to edit book, so that I can correct book records those are faulty.","@startuml
actor Staff
database BookDatabase
participant BookEditor

Staff -> BookEditor: Request to edit a book
BookEditor --> BookDatabase: Retrieve book details
BookDatabase --> BookEditor: Provide book details
BookEditor -> BookEditor: Edit book details
BookEditor --> BookDatabase: Save updated book details
BookDatabase --> BookEditor: Confirmation of update
BookEditor --> Staff: Notify staff about successful update

@enduml"
106,"As a Staff, I want to edit book, so that I can correct book records those are faulty.","@startuml 
staff->System:book 
staff->System:correct book_record 
@enduml"
107,"As a library staff member, I want to upload large batches of items simultaneously, including descriptive metadata, so that I can offer service to authors efficiently.","@startuml 
library_staff_member->item:upload large_batch descriptive_metadata 
library_staff_member->System:offer service authors 
@enduml"
108,"As an archivist, I want to access metadata and visual representations of index cards, so that I can use that information to assist researchers.","@startuml
actor Archivist
database IndexCardDatabase
participant MetadataExtractor
participant VisualRepresentationGenerator
participant Researcher

Archivist -> IndexCardDatabase: Retrieve index card metadata
IndexCardDatabase --> Archivist: Provide index card metadata

Archivist -> MetadataExtractor: Extract additional metadata
MetadataExtractor --> IndexCardDatabase: Retrieve additional metadata
IndexCardDatabase --> MetadataExtractor: Provide additional metadata

Archivist -> VisualRepresentationGenerator: Generate visual representation
VisualRepresentationGenerator --> IndexCardDatabase: Retrieve data for visual representation
IndexCardDatabase --> VisualRepresentationGenerator: Provide data for visual representation

Archivist -> Researcher: Provide metadata and visual representation
Researcher --> Archivist: Acknowledge receipt of information

@enduml"
109,"As an archivist, I want to access metadata and visual representations of index cards, so that I can use that information to assist researchers.","@startuml 
archivist->index_card:access metadata 
archivist->System:use information researchers 
@enduml"
110,"As a chef, I want to create dishes so that I can follow customer comments.","@startuml 
chef->System:create dishes 
chef->System:follow customer_comment 
@enduml"
111,"As a user, I want to be able to give my email ID, so that I can receive notifications for new events as they are posted.","@startuml
actor User
participant EventNotificationSystem
database UserDatabase

User -> EventNotificationSystem: Provide email ID for event notifications
EventNotificationSystem --> UserDatabase: Save user's email ID
UserDatabase --> EventNotificationSystem: Confirmation of email ID storage
EventNotificationSystem --> User: Notify user about successful email registration

User -> EventNotificationSystem: Receive notification for new events
EventNotificationSystem --> User: Send notification about new events

@enduml"
112,"As a user, I want to be able to give my email ID, so that I can receive notifications for new events as they are posted.","@startuml 
user->System:able email_id 
user->new_event:receive notifications 
@enduml"
113,"As a researcher, I want to link research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.","@startuml 
researcher->System:link research_publication institutional_repository dmp_record 
researcher->research_output:generate reports project 
@enduml"
114,"As a research participant, I want to make sure that the appearance of the prototype does not distract from the workflow, so that I can complete the user interview.","@startuml
actor ResearchParticipant
participant Prototype
participant Interviewer

ResearchParticipant -> Prototype: Engage with the prototype
Prototype --> ResearchParticipant: Display the user interface
ResearchParticipant -> Interviewer: Express concerns about distracting appearance
Interviewer --> Prototype: Make adjustments to appearance
Prototype --> Interviewer: Confirm appearance adjustments

ResearchParticipant -> Prototype: Continue engaging with the prototype
Prototype --> ResearchParticipant: Display updated user interface
ResearchParticipant -> Interviewer: Acknowledge improved appearance
Interviewer --> ResearchParticipant: Continue with the user interview

@enduml
"
115,"As a research participant, I want to make sure that the appearance of the prototype does not distract from the workflow, so that I can complete the user interview.","@startuml 
research_participant->prototype:make workflow 
research_participant->System:complete user_interview 
@enduml"
116,"As a member, I want to calculate the fine for delayed returns by automatically.","@startuml
actor Member
database LoanDatabase
participant FineCalculator

Member -> LoanDatabase: Retrieve loan information
LoanDatabase --> Member: Provide loan details
Member -> FineCalculator: Request fine calculation for delayed returns
FineCalculator --> LoanDatabase: Retrieve due date and return date
LoanDatabase --> FineCalculator: Provide loan details
FineCalculator --> Member: Calculate fine for delayed returns

activate Member

Member -> LoanDatabase: Return the overdue items
LoanDatabase --> Member: Update return information
Member -> FineCalculator: Request fine recalculation
FineCalculator --> LoanDatabase: Retrieve updated return information
LoanDatabase --> FineCalculator: Provide updated loan details
FineCalculator --> Member: Recalculate fine for delayed returns

deactivate Member
@enduml
"
117,"As a member, I want to calculate the fine for delayed returns by automatically.","@startuml 
member->System:calculate fine returns automatically 
@enduml"
118,"As a cook, I want to mark items unavailable, so that Waiter can inform customers.","@startuml
actor Cook
database MenuDatabase
participant ItemAvailabilityManager
actor Waiter

Cook -> ItemAvailabilityManager: Mark item as unavailable
ItemAvailabilityManager --> MenuDatabase: Update item availability status
MenuDatabase --> ItemAvailabilityManager: Confirmation of update
ItemAvailabilityManager --> Waiter: Notify waiter about item unavailability

activate Cook

Cook -> ItemAvailabilityManager: Mark another item as unavailable
ItemAvailabilityManager --> MenuDatabase: Update item availability status
MenuDatabase --> ItemAvailabilityManager: Confirmation of update
ItemAvailabilityManager --> Waiter: Notify waiter about another item unavailability

deactivate Cook
@enduml
"
119,"As a cook, I want to mark items unavailable, so that Waiter can inform customers.","@startuml 
cook->System:mark items 
cook->System:inform 
@enduml"
120,"As a management user, I want to see the arrival and departure times of the employees.","@startuml 
management_user->employee:see arrival 
@enduml"
121,"As an Archivist, I want to create and edit Agent records.","@startuml
actor Archivist
database AgentDatabase
participant AgentEditor

Archivist -> AgentEditor: Create new Agent record
AgentEditor --> AgentDatabase: Save new Agent record
AgentDatabase --> AgentEditor: Confirmation of save

activate Archivist

Archivist -> AgentEditor: Edit existing Agent record
AgentEditor --> AgentDatabase: Update Agent record
AgentDatabase --> AgentEditor: Confirmation of update

deactivate Archivist
@enduml"
122,"As an Archivist, I want to create and edit Agent records.","@startuml 
archivist->System:create agent_record 
@enduml"
123,"As an Archivist, I want to create and edit Event records.","@startuml
actor Archivist
database EventDatabase
participant EventEditor

Archivist -> EventEditor: Create new Event record
EventEditor --> EventDatabase: Save new Event record
EventDatabase --> EventEditor: Confirmation of save

activate Archivist

Archivist -> EventEditor: Edit existing Event record
EventEditor --> EventDatabase: Update Event record
EventDatabase --> EventEditor: Confirmation of update

deactivate Archivist
@enduml"
124,"As an Archivist, I want to create and edit Event records.","@startuml 
archivist->System:create event_record 
@enduml"
125,"As an app developer, I want to share a dataset type that I had previously deployed as part of an app.","@startuml
actor AppDeveloper
database AppDatabase
participant DatasetSharingManager

AppDeveloper -> DatasetSharingManager: Request to share a dataset type
DatasetSharingManager --> AppDatabase: Retrieve information about the dataset type
AppDatabase --> DatasetSharingManager: Provide dataset type details

activate AppDeveloper

AppDeveloper -> DatasetSharingManager: Confirm sharing of the dataset type
DatasetSharingManager --> AppDatabase: Store sharing confirmation
AppDatabase --> DatasetSharingManager: Confirmation of storage

deactivate AppDeveloper
@enduml"
126,"As an app developer, I want to share a dataset type that I had previously deployed as part of an app.","@startuml 
app_developer->app:share dataset_type that part 
@enduml"
127,"As a manager, I want to keep track of resources available so that I can manage inventory.","@startuml
actor Manager
database InventoryDatabase
participant InventoryManager

Manager -> InventoryManager: Access inventory management system
InventoryManager --> Manager: Display current resources and inventory status

activate Manager

Manager -> InventoryManager: Update resources or inventory
InventoryManager --> InventoryDatabase: Update inventory data
InventoryDatabase --> InventoryManager: Confirmation of update
InventoryManager --> Manager: Notify successful update

deactivate Manager
@enduml"
128,"As a manager, I want to keep track of resources available so that I can manage inventory.","@startuml 
manager->resource:keep track 
manager->System:manage inventory 
@enduml"
129,"As an Owner, I want to design a schedule from the UI SME, so that I know the potential timeline of the UI improvements wanted.","@startuml 
owner->System:design schedule ui_sme 
owner->ui_improvement:know 
@enduml"
130,"As a depositor, I want to specify a disposal policy for my data, so that I do not accidentally breach laws or collaboration agreements.","@startuml
actor Depositor
database DataPolicyDatabase
participant DisposalPolicyManager

Depositor -> DisposalPolicyManager: Specify disposal policy for data
DisposalPolicyManager --> DataPolicyDatabase: Store disposal policy details
DataPolicyDatabase --> DisposalPolicyManager: Confirmation of storage

activate Depositor

Depositor -> DisposalPolicyManager: Review and confirm disposal policy
DisposalPolicyManager --> Depositor: Acknowledge disposal policy confirmation

deactivate Depositor
@enduml"
131,"As a depositor, I want to specify a disposal policy for my data, so that I do not accidentally breach laws or collaboration agreements.","@startuml 
depositor->datum:specify disposal_policy 
depositor->System:breach laws 
@enduml"
132,"As a Zooniverse admin, I want to know when I should educate a volunteer.","@startuml
actor ZooniverseAdmin
database VolunteerData
participant VolunteerMonitor

ZooniverseAdmin -> VolunteerMonitor: Request volunteer activity monitoring
VolunteerMonitor --> VolunteerData: Retrieve volunteer activity data
VolunteerData --> VolunteerMonitor: Provide volunteer activity details

activate ZooniverseAdmin

ZooniverseAdmin -> VolunteerMonitor: Analyze volunteer activity for education needs
VolunteerMonitor --> ZooniverseAdmin: Notify when education is needed

deactivate ZooniverseAdmin
@enduml"
133,"As a Zooniverse admin, I want to know when I should educate a volunteer.","@startuml 
zooniverse_admin->System:know when volunteer 
@enduml"
134,"As a repository manager, I want to see a display of recent errors deduplicated for easy comprehension like Symplectic Elements provides.","@startuml
actor RepositoryManager
database ErrorDatabase
participant ErrorDisplayTool

RepositoryManager -> ErrorDisplayTool: Access error display tool
ErrorDisplayTool --> RepositoryManager: Display recent errors deduplicated

activate RepositoryManager

RepositoryManager -> ErrorDisplayTool: Analyze recent errors
ErrorDisplayTool --> ErrorDatabase: Retrieve recent error details
ErrorDatabase --> ErrorDisplayTool: Provide recent error information
ErrorDisplayTool --> RepositoryManager: Show deduplicated errors

deactivate RepositoryManager
@enduml
"
135,"As a repository manager, I want to see a display of recent errors deduplicated for easy comprehension like Symplectic Elements provides.","@startuml 
repository_manager->recent_error:see display _comprehension 
@enduml"
136,"As an ethics manager, I want to be informed about the data, so that I can check for sensitivity of data.","@startuml
actor EthicsManager
database DataRepository
participant DataAnalyzer

EthicsManager -> DataAnalyzer: Request information about the data
DataAnalyzer --> DataRepository: Retrieve data details
DataRepository --> DataAnalyzer: Provide data information

activate EthicsManager

EthicsManager -> DataAnalyzer: Analyze data for sensitivity
DataAnalyzer --> EthicsManager: Report on data sensitivity

deactivate EthicsManager
@enduml"
137,"As an ethics manager, I want to be informed about the data, so that I can check for sensitivity of data.","@startuml 
ethics_manager->System:informed data 
ethics_manager->datum:check sensitivity 
@enduml"
138,"As a repository manager, I want to indicate names related to the collection either as creator, source, or subject.","@startuml
actor RepositoryManager
database CollectionDatabase
participant MetadataEditor

RepositoryManager -> MetadataEditor: Access metadata editing tool
MetadataEditor --> RepositoryManager: Display current metadata for the collection

activate RepositoryManager

RepositoryManager -> MetadataEditor: Specify names as creator, source, or subject
MetadataEditor --> CollectionDatabase: Update collection metadata
CollectionDatabase --> MetadataEditor: Confirmation of metadata update
MetadataEditor --> RepositoryManager: Notify successful update

deactivate RepositoryManager
@enduml"
139,"As a repository manager, I want to indicate names related to the collection either as creator, source, or subject.","@startuml 
repository_manager->System:indicate names collection creator_source 
@enduml"
140,"As a patron, I want to email system provider to report issues and ask questions.","@startuml
actor Patron
participant EmailClient
participant SystemProvider

Patron -> EmailClient: Compose email to report issues and ask questions
EmailClient --> Patron: Email composed and ready to send

activate Patron

Patron -> EmailClient: Send email to System Provider
EmailClient --> SystemProvider: Transmit email

activate SystemProvider

SystemProvider -> EmailClient: Receive email from Patron
EmailClient --> Patron: Email received confirmation
SystemProvider --> Patron: Review and respond to email

deactivate SystemProvider

deactivate Patron
@enduml"
141,"As a patron, I want to email system provider to report issues and ask questions.","@startuml 
patron->System:system_provider issues questions 
@enduml"
142,"As a researcher I want clear citation information on each document, so that I can cite accurately in a publication.","@startuml
actor Researcher
database DocumentDatabase
participant CitationGenerator

Researcher -> DocumentDatabase: Access document information
DocumentDatabase --> Researcher: Retrieve document details

activate Researcher

Researcher -> CitationGenerator: Request citation information
CitationGenerator --> DocumentDatabase: Generate citation based on document details
DocumentDatabase --> CitationGenerator: Provide document details
CitationGenerator --> Researcher: Display citation information

deactivate Researcher
@enduml"
143,"As a researcher I want clear citation information on each document, so that I can cite accurately in a publication.","@startuml 
researcher->document:information 
researcher->System:cite publication 
@enduml"
144,"As a manager, I want to track which employees sell the most number of products so that I can increase their salary.","@startuml
actor Manager
database SalesDatabase
participant EmployeeTracker
participant Employee
participant SalaryManager

Manager -> EmployeeTracker: Request sales performance tracking
EmployeeTracker --> SalesDatabase: Retrieve sales data
SalesDatabase --> EmployeeTracker: Provide sales data

activate Manager

Manager -> EmployeeTracker: Identify top-performing employees
EmployeeTracker --> Employee: Notify employees about sales performance evaluation

activate Employee

Employee --> SalesDatabase: Provide additional sales details if needed
SalesDatabase --> Employee: Provide required information

deactivate Employee

EmployeeTracker --> SalaryManager: Request salary increase for top-performing employees
SalaryManager --> EmployeeTracker: Confirm salary increase requests
EmployeeTracker --> Manager: Notify successful salary increases

deactivate Manager
@enduml"
145,"As a manager, I want to track which employees sell the most number of products so that I can increase their salary.","@startuml 
manager->product:track which most_number 
manager->System:increase salary 
@enduml"
146,"As a Consumer, I want to load a Data Package from R, so that that I can immediately start playing with it.","@startuml
actor Consumer
database REnvironment
participant DataPackageManager
participant DataPackage

Consumer -> REnvironment: Load R environment
REnvironment --> Consumer: R environment loaded successfully

activate Consumer

Consumer -> DataPackageManager: Request to load Data Package
DataPackageManager --> REnvironment: Retrieve Data Package details
REnvironment --> DataPackageManager: Provide Data Package details

activate DataPackageManager

DataPackageManager -> DataPackage: Load Data Package into R
DataPackage --> DataPackageManager: Confirm Data Package loaded
DataPackageManager --> Consumer: Notify successful Data Package load

deactivate DataPackageManager

deactivate Consumer
@enduml
"
147,"As a Consumer, I want to load a Data Package from R, so that that I can immediately start playing with it.","@startuml 
consumer->System:load datum_package r 
consumer->System:start it 
@enduml"
148,"As a librarian, I want to add new books to book list.","@startuml
actor Librarian
database BookDatabase
participant BookListManager

Librarian -> BookListManager: Request to add new books
BookListManager --> Librarian: Display current book list

activate Librarian

Librarian -> BookListManager: Provide details of new books
BookListManager --> BookDatabase: Add new books to the database
BookDatabase --> BookListManager: Confirmation of book addition
BookListManager --> Librarian: Notify successful addition

deactivate Librarian
@enduml"
149,"As a librarian, I want to add new books to book list.","@startuml 
librarian->System:add new_book list 
@enduml"
150,"As an OlderPerson, I want to use ALFRED to control the TV and radio.","@startuml
actor OlderPerson
participant ALFRED
participant TV
participant Radio

OlderPerson -> ALFRED: Request to control TV and radio
ALFRED --> OlderPerson: Display available control options

activate OlderPerson

OlderPerson -> ALFRED: Select ""TV"" control option
ALFRED --> TV: Send command to control TV
TV --> ALFRED: Acknowledge TV control

OlderPerson -> ALFRED: Select ""Radio"" control option
ALFRED --> Radio: Send command to control radio
Radio --> ALFRED: Acknowledge radio control

deactivate OlderPerson

@enduml"
151,"As an OlderPerson, I want to use ALFRED to control the TV and radio.","@startuml 
olderperson->System:use tv 
@enduml"
152,"As a Staff member, I want to Manage Bonds, so that I can track and manage bonds throughout the lifecycle of the project until release.","@startuml
actor StaffMember
database BondDatabase
participant BondManager

StaffMember -> BondManager: Request to manage bonds
BondManager --> StaffMember: Display available bond options

activate StaffMember

StaffMember -> BondManager: Select a bond option
BondManager --> BondDatabase: Retrieve bond details
BondDatabase --> BondManager: Provide bond information

activate BondManager

BondManager -> BondManager: Perform bond management activities
BondManager --> BondDatabase: Update bond information
BondDatabase --> BondManager: Confirmation of bond update
BondManager --> StaffMember: Notify successful bond management

deactivate BondManager

deactivate StaffMember
@enduml"
153,"As a Staff member, I want to Manage Bonds, so that I can track and manage bonds throughout the lifecycle of the project until release.","@startuml 
staff_member->System:manage bonds 
staff_member->project:track bonds lifecycle release 
@enduml"
154,"As a chef, I want to update the allergy warnings of menu items.","@startuml
actor Chef
database MenuDatabase
participant AllergyWarningManager

Chef -> AllergyWarningManager: Request to update allergy warnings
AllergyWarningManager --> Chef: Display current allergy warnings

activate Chef

Chef -> AllergyWarningManager: Specify new allergy warnings for menu items
AllergyWarningManager --> MenuDatabase: Update allergy warnings
MenuDatabase --> AllergyWarningManager: Confirmation of allergy warnings update
AllergyWarningManager --> Chef: Notify successful update

deactivate Chef
@enduml"
155,"As a chef, I want to update the allergy warnings of menu items.","@startuml 
chef->menu_item:update allergy_warning 
@enduml"
156,"As an employee, I want to change orders of a table.","@startuml
actor Employee
database TableDatabase
participant TableOrderManager

Employee -> TableOrderManager: Request to change table orders
TableOrderManager --> Employee: Display current table orders

activate Employee

Employee -> TableOrderManager: Specify new order for the table
TableOrderManager --> TableDatabase: Update table orders
TableDatabase --> TableOrderManager: Confirmation of order update
TableOrderManager --> Employee: Notify successful order change

deactivate Employee
@enduml"
157,"As an employee, I want to change orders of a table.","@startuml 
employee->table:change orders 
@enduml"
158,"As a library manager, I want to know which books are borrowed most so that I can bring the further copies of the books.","@startuml
actor LibraryManager
database BorrowingDatabase
participant BookCatalog
participant PurchaseManager

LibraryManager -> BorrowingDatabase: Retrieve borrowing statistics
BorrowingDatabase --> LibraryManager: Provide borrowing statistics

activate LibraryManager

LibraryManager -> BookCatalog: Identify most borrowed books
BookCatalog --> BorrowingDatabase: Retrieve book details for most borrowed books

activate PurchaseManager

BorrowingDatabase --> PurchaseManager: Request to purchase additional copies
PurchaseManager --> BorrowingDatabase: Confirm purchase request
BorrowingDatabase --> LibraryManager: Notify about the purchase request

deactivate PurchaseManager

deactivate LibraryManager
@enduml"
159,"As a library manager, I want to know which books are borrowed most so that I can bring the further copies of the books.","@startuml 
library_manager->System:know 
library_manager->book:bring further_copy 
@enduml"
160,"As a librarian, I want to edit suggestion list.","@startuml
actor Librarian
database SuggestionDatabase
participant SuggestionEditor

Librarian -> SuggestionEditor: Access suggestion list editor
SuggestionEditor --> Librarian: Display current suggestion list

activate Librarian

Librarian -> SuggestionEditor: Edit suggestions (add, remove, modify)
SuggestionEditor --> SuggestionDatabase: Update suggestion list
SuggestionDatabase --> SuggestionEditor: Confirmation of update
SuggestionEditor --> Librarian: Notify successful edit

deactivate Librarian
@enduml"
161,"As a librarian, I want to edit suggestion list.","@startuml 
librarian->System:suggestion_list 
@enduml"
162,"As a Cornell faculty member, I want to have some control over how items within my collection sort in collection contents lists, so that I can control how my work is presented.","@startuml
actor FacultyMember
participant CollectionManagementTool
database CollectionDatabase
participant SortingManager

FacultyMember -> CollectionManagementTool: Access collection management tool
CollectionManagementTool --> FacultyMember: Display collection contents

activate FacultyMember

FacultyMember -> CollectionManagementTool: Choose sorting preferences
CollectionManagementTool --> SortingManager: Apply sorting preferences
SortingManager --> CollectionDatabase: Retrieve sorted collection contents
CollectionDatabase --> SortingManager: Provide sorted collection contents
SortingManager --> CollectionManagementTool: Display sorted collection contents

deactivate FacultyMember
@enduml"
163,"As a Cornell faculty member, I want to have some control over how items within my collection sort in collection contents lists, so that I can control how my work is presented.","@startuml 
cornell_faculty_member->item:have control 
cornell_faculty_member->System:control how 
@enduml"
164,"As a DAMS manager, I want to know when permitted and restricted acts and/or their active dates are modified.","@startuml
actor DAMSManager
database DAMSDatabase
participant AuditTrail
participant PermissionManager

DAMSManager -> PermissionManager: Modify permitted/restricted acts or active dates
PermissionManager --> DAMSDatabase: Update permissions and active dates
DAMSDatabase --> AuditTrail: Log modification details

activate DAMSManager

DAMSDatabase --> PermissionManager: Confirmation of modification
PermissionManager --> DAMSManager: Notify successful modification

deactivate DAMSManager
@enduml"
165,"As a DAMS manager, I want to know when permitted and restricted acts and/or their active dates are modified.","@startuml 
dam_manager->System:know 
@enduml"
166,"As a restaurant manager, I want to see weekly reports.","@startuml
actor Manager
database SalesDatabase
participant ReportGenerator
participant ReportViewer

Manager -> ReportGenerator: Request weekly sales report
ReportGenerator --> SalesDatabase: Retrieve sales data for the week
SalesDatabase --> ReportGenerator: Provide sales data

activate Manager

ReportGenerator --> ReportViewer: Generate and display weekly sales report

deactivate Manager
@enduml"
167,"As a restaurant manager, I want to see weekly reports.","@startuml 
restaurant_manager->System:see _report 
@enduml"
168,"As a user, I want to sync events created in NeuroHub with a web-based Calendar such as Google Calendar.","@startuml
actor User
participant NeuroHub
database EventDatabase
participant CalendarSyncService
participant GoogleCalendar

User -> NeuroHub: Create event
NeuroHub --> User: Event created successfully

activate User

User -> CalendarSyncService: Request sync with Google Calendar
CalendarSyncService --> NeuroHub: Retrieve user's events
NeuroHub --> EventDatabase: Fetch event details

activate CalendarSyncService

CalendarSyncService -> GoogleCalendar: Sync event with Google Calendar
GoogleCalendar --> CalendarSyncService: Confirmation of sync

deactivate CalendarSyncService

CalendarSyncService --> User: Notify user of successful sync

deactivate User
@enduml"
169,"As a user, I want to sync events created in NeuroHub with a web-based Calendar such as Google Calendar.","@startuml 
user->System:sync events neurohub calendar 
@enduml"
170,"As a team member, I want to know what visual design related tasks we might need to plan for this sprint, so that I can assign tasks as necessary.","@startuml
actor TeamMember
participant SprintPlanningTool
database TaskDatabase
participant VisualDesignTasksManager

TeamMember -> SprintPlanningTool: Access sprint planning tool
SprintPlanningTool --> TeamMember: Display available tasks

activate TeamMember

TeamMember -> SprintPlanningTool: Filter tasks by visual design
SprintPlanningTool --> TaskDatabase: Retrieve visual design-related tasks
TaskDatabase --> SprintPlanningTool: Provide visual design tasks

deactivate TeamMember

activate VisualDesignTasksManager

SprintPlanningTool -> VisualDesignTasksManager: Analyze visual design tasks
VisualDesignTasksManager --> SprintPlanningTool: Provide insights and recommendations

deactivate VisualDesignTasksManager
@enduml"
171,"As a team member, I want to know what visual design related tasks we might need to plan for this sprint, so that I can assign tasks as necessary.","@startuml 
team_member->System:know _task sprint 
team_member->System:assign tasks 
@enduml"
172,"As a repoadmin, I want to have users to be presented with a license or a selection of licenses, specific to the collection, and deposit to be denied if the submitter does not accept the license.","@startuml 
repoadmin->license:have users license collection license 
@enduml"
173,"As an employee, I want to add a new information about myself to the my employee data","@startuml
actor Employee
database EmployeeDatabase
participant EmployeeProfileManager

Employee -> EmployeeProfileManager: Request to add new information
EmployeeProfileManager --> Employee: Prompt for new information

activate Employee

Employee -> EmployeeProfileManager: Provide new information
EmployeeProfileManager --> EmployeeDatabase: Update employee data

activate EmployeeDatabase

EmployeeDatabase --> EmployeeProfileManager: Confirmation of data update
EmployeeProfileManager --> Employee: Notify successful update

deactivate EmployeeDatabase

deactivate Employee
@enduml"
174,"As an employee, I want to add a new information about myself to the my employee data","@startuml 
employee->System:add new_information myself employee_datum 
@enduml"
175,"As a customer, I want to see the availability of books.","@startuml
actor Customer
database LibraryDatabase
participant BookCatalog

Customer -> BookCatalog: Request book availability
BookCatalog --> LibraryDatabase: Check book availability
LibraryDatabase --> BookCatalog: Availability status

activate Customer
activate BookCatalog
activate LibraryDatabase

BookCatalog -> Customer: Display book availability status

deactivate BookCatalog
deactivate LibraryDatabase
deactivate Customer
@enduml
"
176,"As a customer, I want to see the availability of books.","@startuml 
customer->book:see availability 
@enduml"
177,"As a user, I want to have nice error pages when something goes wrong, so that I can trust the system and its developers.","@startuml
actor User
participant System
participant ErrorHandling

User -> System: Request to perform an action
System --> User: Perform action or encounter an error

activate System

System -> ErrorHandling: Identify the error
ErrorHandling --> System: Provide error details and display nice error page
System --> User: Show nice error page with details

deactivate System
@enduml"
178,"As a user, I want to have nice error pages when something goes wrong, so that I can trust the system and its developers.","@startuml 
user->System:have pages 
user->System:trust 
@enduml"
179,"As a restaurant manager, I want to create, monitor and delegate tasks to workers to increase labor management efficiency.","@startuml
actor Manager
participant TaskManager
participant Worker

Manager -> TaskManager: Create task for workers
TaskManager --> Manager: Task created successfully

activate Manager

Manager -> TaskManager: Monitor task status
TaskManager --> Manager: Display task status

deactivate Manager

activate TaskManager

TaskManager -> Worker: Assign task to worker
Worker --> TaskManager: Acknowledge task assignment
TaskManager --> Manager: Notify task assignment

deactivate TaskManager

@enduml"
180,"As a restaurant manager, I want to create, monitor and delegate tasks to workers to increase labor management efficiency.","@startuml 
restaurant_manager->System:create tasks workers labor_management_efficiency 
@enduml"
181,"As a DB/IR administrator, I want to see list of subscribers for specified report in order research missing report complaints.","@startuml
actor Administrator
database ReportDatabase
participant SubscriptionManager
participant User

Administrator -> SubscriptionManager: Request list of subscribers for specified report
SubscriptionManager --> Administrator: List of subscribers

activate Administrator

Administrator -> ReportDatabase: Investigate missing report complaints
ReportDatabase --> Administrator: Report details and complaints

loop for each subscriber in the list
    activate SubscriptionManager
    SubscriptionManager -> User: Notify about missing report
    User --> SubscriptionManager: Acknowledge notification
    deactivate SubscriptionManager
end loop

deactivate Administrator
@enduml"
182,"As a DB/IR administrator, I want to see list of subscribers for specified report in order research missing report complaints.","@startuml 
db_ir_administrator->report_complaint:see list report 
@enduml"
183,"As a staff, I want to add books with unique id.","@startuml
actor Staff
database LibraryDatabase
participant BookCatalog

Staff -> BookCatalog: Request to add a book with unique ID
BookCatalog --> Staff: Prompt for book details

activate Staff

Staff -> BookCatalog: Provide book details (title, author, etc.)
BookCatalog --> LibraryDatabase: Check for existing books with the same ID

activate LibraryDatabase

LibraryDatabase --> BookCatalog: No existing book with the same ID found
BookCatalog --> LibraryDatabase: Add new book with unique ID

deactivate LibraryDatabase

LibraryDatabase --> BookCatalog: Confirmation of successful book addition
BookCatalog --> Staff: Confirmation message

deactivate Staff
@enduml"
184,"As a staff, I want to add books with unique id.","@startuml 
staff->System:add books unique_id 
@enduml"
